ticker,year,entry_n,trade_mode,signal_date,entry_date,entry_price,candle_high,premium_pct,exit_date,exit_price,exit_reason,pnl_pct,re_entry_date,re_entry_price,re_exit_date,re_exit_price,re_exit_reason,re_pnl_pct
BKNG,2018,2,option,2018-08-20,2018-08-27,1878.8901,1894.6066,2.1122,2018-10-15,1772.6251,8W,-2.11,,,,,,
BLK,2018,4,option,2018-08-20,2018-08-27,394.1039,394.7704,1.9277,2018-10-15,332.6818,8W,-1.93,,,,,,
MU,2018,2,option,2018-08-20,2018-08-27,50.081,49.5641,2.9996,2018-10-15,39.4504,8W,-3.0,,,,,,
NOW,2018,3,option,2018-08-20,2018-08-27,38.8,38.95,2.661,2018-10-15,35.43,8W,-2.66,,,,,,
NVDA,2018,2,option,2018-08-20,2018-08-27,6.7678,6.7527,2.9996,2018-10-15,5.6756,8W,-3.0,,,,,,
VLO,2018,2,option,2018-08-20,2018-08-27,89.4775,89.8618,1.9219,2018-10-15,68.5492,8W,-1.92,,,,,,
WAT,2018,7,option,2018-08-20,2018-08-27,190.35,189.86,1.3646,2018-10-15,185.42,8W,-1.36,2018-11-05,193.97,2018-12-24,184.76,8W,-1.36
WDC,2018,3,option,2018-08-20,2018-08-27,44.7486,45.58,1.3124,2018-10-15,39.8397,8W,-1.31,,,,,,
DHR,2018,6,option,2018-08-27,2018-09-03,88.6384,88.7752,1.4636,2018-10-22,83.1855,8W,-1.46,2018-11-12,89.1799,2018-12-31,86.1578,8W,-1.46
ITW,2018,7,option,2018-08-27,2018-09-03,115.5254,117.1163,1.4076,2018-10-22,104.1006,8W,-1.41,,,,,,
LRCX,2018,5,option,2018-08-27,2018-09-03,15.4303,15.999,3.2172,2018-10-22,12.5838,8W,-3.22,,,,,,
IP,2018,4,option,2018-09-03,2018-09-10,35.1392,35.2339,1.4098,2018-10-29,30.8212,8W,-1.41,,,,,,
ABBV,2018,5,option,2018-09-10,2018-09-17,69.1048,69.8292,1.3194,2018-11-05,65.0048,8W,-1.32,,,,,,
ADBE,2018,3,option,2018-09-10,2018-09-17,275.0,277.61,2.6044,2018-11-05,244.84,8W,-2.6,,,,,,
APTV,2018,2,option,2018-09-10,2018-09-17,85.8256,86.3191,6.6318,2018-11-05,74.6335,8W,-6.63,,,,,,
COP,2018,2,option,2018-09-10,2018-09-17,57.2068,57.3775,1.9347,2018-11-05,52.0075,8W,-1.93,,,,,,
CTSH,2018,2,option,2018-09-10,2018-09-17,68.2922,69.0974,1.7603,2018-11-05,62.9329,8W,-1.76,,,,,,
CVX,2018,2,option,2018-09-10,2018-09-17,84.8145,84.8145,1.9347,2018-11-05,86.1846,8W,-0.32,,,,,,
EW,2018,2,option,2018-09-10,2018-09-17,49.36,49.3933,1.6034,2018-11-05,51.06,8W,1.84,,,,,,
F,2018,2,option,2018-09-10,2018-09-17,6.4183,6.4523,6.6318,2018-11-05,6.4921,8W,-5.48,,,,,,
FCX,2018,4,option,2018-09-10,2018-09-17,12.4663,12.7847,1.1436,2018-11-05,10.3671,8W,-1.14,,,,,,
LVS,2018,2,option,2018-09-10,2018-09-17,52.8943,54.0758,1.9257,2018-11-05,45.4823,8W,-1.93,,,,,,
NEM,2018,3,option,2018-09-10,2018-09-17,24.4604,24.6399,1.1436,2018-11-05,25.6542,8W,3.74,,,,,,
NFLX,2018,2,option,2018-09-10,2018-09-17,36.422,37.409,2.9153,2018-11-05,30.347,8W,-2.92,,,,,,
TEL,2018,4,option,2018-09-10,2018-09-17,81.3795,81.0979,1.3212,2018-11-05,69.6319,8W,-1.32,,,,,,
VLO,2018,3,option,2018-09-10,2018-09-17,86.4994,87.061,1.9347,2018-11-05,64.7212,8W,-1.93,,,,,,
ADI,2018,2,option,2018-09-17,2018-09-24,82.119,83.4797,1.1066,2018-11-12,78.054,8W,-1.11,,,,,,
AMAT,2018,5,option,2018-09-17,2018-09-24,36.1619,36.8254,2.922,2018-11-12,32.6231,8W,-2.92,,,,,,
TFC,2018,4,option,2018-09-17,2018-09-24,36.9264,37.2355,1.9187,2018-11-12,37.2632,8W,-1.01,,,,,,
TXN,2018,2,option,2018-09-17,2018-09-24,88.0254,89.5516,2.0944,2018-11-12,79.6942,8W,-2.09,,,,,,
WDC,2018,4,option,2018-09-17,2018-09-24,42.1077,42.6806,1.2785,2018-11-12,32.8357,8W,-1.28,,,,,,
ABBV,2018,6,option,2018-09-24,2018-10-01,68.6268,68.931,1.3248,2018-11-19,62.6913,8W,-1.32,,,,,,
ADBE,2018,4,option,2018-09-24,2018-10-01,271.76,272.42,2.6152,2018-11-19,225.56,8W,-2.62,,,,,,
MU,2018,3,option,2018-09-24,2018-10-01,44.317,44.5219,3.0321,2018-11-19,35.5005,8W,-3.03,,,,,,
GM,2018,2,option,2018-10-01,2018-10-08,30.5422,31.653,8.1428,2018-11-26,34.2719,8W,4.07,,,,,,
SCHW,2018,3,option,2018-10-01,2018-10-08,46.1158,47.2136,2.3481,2018-11-26,40.4201,8W,-2.35,,,,,,
TSN,2018,6,option,2018-10-01,2018-10-08,49.9772,49.7992,3.2475,2018-11-26,47.6878,8W,-3.25,,,,,,
VLO,2018,4,option,2018-10-01,2018-10-08,86.1447,89.2115,2.3755,2018-11-26,59.6138,8W,-2.38,,,,,,
DLR,2019,4,option,2019-01-28,2019-02-04,84.5468,85.3422,3.4827,2019-03-25,93.6781,8W,7.32,,,,,,
KDP,2019,2,option,2019-01-28,2019-02-04,22.8535,23.0043,1.7753,2019-03-25,23.4401,8W,0.79,,,,,,
LLY,2019,2,option,2019-01-28,2019-02-04,110.0912,109.8914,1.7177,2019-03-25,118.4957,8W,5.92,,,,,,
MO,2019,2,option,2019-01-28,2019-02-04,27.9205,28.3602,1.7753,2019-03-25,33.2583,8W,17.34,,,,,,
NEE,2019,2,option,2019-01-28,2019-02-04,37.022,37.4777,1.5292,2019-03-25,40.6806,8W,8.35,,,,,,
ORLY,2019,5,option,2019-01-28,2019-02-04,23.2147,23.246,3.5368,2019-03-25,25.8867,8W,7.97,,,,,,
PEP,2019,2,option,2019-01-28,2019-02-04,89.9547,90.8124,1.9192,2019-03-25,99.0405,8W,8.18,,,,,,
HSY,2019,2,option,2019-02-04,2019-02-11,91.7967,91.6194,1.7291,2019-04-01,98.4762,8W,5.55,,,,,,
MSFT,2019,5,option,2019-02-04,2019-02-11,99.1394,100.1383,2.8292,2019-04-01,112.3972,8W,10.54,,,,,,
QCOM,2019,2,option,2019-02-04,2019-02-11,42.406,43.3203,2.8188,2019-04-01,49.213,8W,13.23,,,,,,
WMT,2019,2,option,2019-02-04,2019-02-11,28.6592,29.0097,3.4447,2019-04-01,29.7713,8W,0.44,,,,,,
AMZN,2019,4,option,2019-02-11,2019-02-18,80.05,82.819,2.6266,2019-04-08,92.153,8W,12.49,,,,,,
BRK-B,2019,3,option,2019-02-11,2019-02-18,205.1,208.08,2.3624,2019-04-08,210.56,8W,0.3,,,,,,
CI,2019,2,option,2019-02-11,2019-02-18,179.8301,180.1847,2.158,2019-04-08,146.0896,8W,-2.16,,,,,,
VZ,2019,2,option,2019-02-11,2019-02-18,37.2537,37.3417,1.9393,2019-04-08,39.7436,8W,4.74,,,,,,
ABBV,2019,2,option,2019-02-25,2019-03-04,59.5843,59.9252,1.4833,2019-04-22,59.8487,8W,-1.04,,,,,,
BRK-B,2019,4,option,2019-02-25,2019-03-04,203.09,205.0,2.1501,2019-04-22,214.22,8W,3.33,,,,,,
CME,2019,2,option,2019-02-25,2019-03-04,139.6294,140.0558,2.4423,2019-04-22,136.8689,8W,-2.44,,,,,,
ICE,2019,2,option,2019-02-25,2019-03-04,70.4362,71.2199,2.4423,2019-04-22,74.2566,8W,2.98,,,,,,
DAL,2019,2,option,2019-03-04,2019-03-11,47.0423,47.6941,8.8186,2019-04-29,54.5993,8W,7.25,,,,,,
TTWO,2019,3,option,2019-03-04,2019-03-11,87.56,89.8,2.8886,2019-04-29,101.62,8W,13.17,,,,,,
ABBV,2019,3,option,2019-03-11,2019-03-18,60.2809,60.3698,1.4079,2019-05-06,58.1591,8W,-1.41,,,,,,
AMGN,2019,2,option,2019-03-11,2019-03-18,154.2893,154.7414,1.3707,2019-05-06,138.7618,8W,-1.37,,,,,,
BRK-B,2019,5,option,2019-03-11,2019-03-18,204.67,206.16,2.0407,2019-05-06,209.02,8W,0.08,,,,,,
ICE,2019,3,option,2019-03-11,2019-03-18,68.4489,68.0216,2.3181,2019-05-06,74.4121,8W,6.39,,,,,,
KDP,2019,3,option,2019-03-11,2019-03-18,23.3395,23.2558,1.4167,2019-05-06,24.7816,8W,4.76,,,,,,
MCD,2019,2,option,2019-03-11,2019-03-18,158.1824,157.7401,2.8224,2019-05-06,170.0984,8W,4.71,,,,,,
BRK-B,2019,6,option,2019-03-25,2019-04-01,202.16,201.98,2.1722,2019-05-20,201.69,8W,-2.17,2019-06-10,207.12,2019-07-29,202.67,8W,-2.17
GILD,2019,2,option,2019-03-25,2019-04-01,50.2544,50.3234,1.4986,2019-05-20,51.2895,8W,0.56,,,,,,
ICE,2019,4,option,2019-03-25,2019-04-01,70.0677,69.6927,2.4675,2019-05-20,74.842,8W,4.35,,,,,,
TSLA,2019,2,option,2019-03-25,2019-04-01,18.8413,18.6887,7.5329,2019-05-20,12.7087,8W,-7.53,,,,,,
UNH,2019,2,option,2019-03-25,2019-04-01,221.8003,220.1838,1.9844,2019-05-20,219.9528,8W,-1.98,,,,,,
CI,2019,3,option,2019-04-01,2019-04-08,151.1564,152.3207,1.8555,2019-05-27,134.6463,8W,-1.86,,,,,,
CME,2019,3,option,2019-04-01,2019-04-08,130.0029,130.4463,2.3073,2019-05-27,146.8925,8W,10.68,,,,,,
HCA,2019,2,option,2019-04-01,2019-04-08,125.7261,126.5928,1.8555,2019-05-27,113.9419,8W,-1.86,,,,,,
UAL,2019,2,option,2019-04-01,2019-04-08,84.6,85.75,7.0439,2019-05-27,77.65,8W,-7.04,2019-06-17,87.27,2019-08-05,86.98,8W,-7.04
WBD,2019,2,option,2019-04-01,2019-04-08,29.42,29.91,2.0454,2019-05-27,27.26,8W,-2.05,,,,,,
CI,2019,4,option,2019-04-22,2019-04-29,146.3989,146.599,1.8425,2019-06-17,146.59,8W,-1.71,,,,,,
HCA,2019,3,option,2019-04-22,2019-04-29,118.4823,118.3316,1.8425,2019-06-17,121.1856,8W,0.44,,,,,,
HUM,2019,2,option,2019-04-22,2019-04-29,242.1539,243.3177,1.8425,2019-06-17,253.6041,8W,2.89,,,,,,
KDP,2019,4,option,2019-04-22,2019-04-29,24.0148,24.0906,1.4002,2019-06-17,25.8264,8W,6.14,,,,,,
UNH,2019,3,option,2019-04-22,2019-04-29,210.8662,210.6086,1.8425,2019-06-17,225.0754,8W,4.9,,,,,,
TSLA,2019,3,option,2019-04-29,2019-05-06,16.668,17.1073,7.0714,2019-06-24,14.8973,8W,-7.07,,,,,,
BSX,2019,2,option,2019-05-13,2019-05-20,37.15,38.31,2.1201,2019-07-08,42.25,8W,11.61,,,,,,
MRK,2019,2,option,2019-05-13,2019-05-20,60.1558,61.3304,1.7406,2019-07-08,61.6164,8W,0.69,,,,,,
VRTX,2019,2,option,2019-05-20,2019-05-27,172.24,175.94,1.6868,2019-07-15,174.13,8W,-0.59,,,,,,
AVGO,2019,2,option,2019-06-17,2019-06-24,23.203,23.8109,3.1926,2019-08-12,23.0564,8W,-3.19,,,,,,
CRM,2019,2,option,2019-06-17,2019-06-24,155.5006,156.3898,3.323,2019-08-12,142.1627,8W,-3.32,,,,,,
CSCO,2019,2,option,2019-06-17,2019-06-24,46.851,47.5875,1.6857,2019-08-12,38.6726,8W,-1.69,,,,,,
CSX,2019,2,option,2019-06-17,2019-06-24,23.9473,24.2669,1.4591,2019-08-12,19.8135,8W,-1.46,,,,,,
EMR,2019,2,option,2019-06-17,2019-06-24,56.3137,56.7169,1.6857,2019-08-12,49.6906,8W,-1.69,,,,,,
ETN,2019,2,option,2019-06-17,2019-06-24,73.154,73.8775,1.6857,2019-08-12,68.808,8W,-1.69,,,,,,
INTU,2019,3,option,2019-06-17,2019-06-24,251.6073,256.7337,2.5063,2019-08-12,259.6035,8W,0.67,,,,,,
ITW,2019,2,option,2019-06-17,2019-06-24,129.6281,130.1902,1.6857,2019-08-12,128.7747,8W,-1.69,2019-09-09,131.2093,2019-10-28,149.1501,8W,11.99
LLY,2019,2,option,2019-06-17,2019-06-24,105.6796,107.507,1.6389,2019-08-12,101.4921,8W,-1.64,,,,,,
NFLX,2019,2,option,2019-06-17,2019-06-24,37.027,37.145,3.7196,2019-08-12,30.28,8W,-3.72,,,,,,
TXN,2019,2,option,2019-06-17,2019-06-24,92.6641,94.465,2.7614,2019-08-12,102.0668,8W,7.39,,,,,,
WMB,2019,2,option,2019-06-17,2019-06-24,19.1525,19.1871,2.5412,2019-08-12,16.1138,8W,-2.54,,,,,,
CMCSA,2019,2,option,2019-07-01,2019-07-08,33.8656,33.8317,1.7273,2019-08-26,34.7126,8W,0.77,,,,,,
CRM,2019,3,option,2019-07-01,2019-07-08,151.6771,153.8803,2.8655,2019-08-26,154.1965,8W,-1.2,,,,,,
CSCO,2019,3,option,2019-07-01,2019-07-08,46.3231,46.4255,1.4536,2019-08-26,38.5491,8W,-1.45,,,,,,
CSX,2019,3,option,2019-07-01,2019-07-08,23.7738,24.1695,1.2582,2019-08-26,20.401,8W,-1.26,,,,,,
EPD,2019,2,option,2019-07-01,2019-07-08,17.5909,17.6869,2.1913,2019-08-26,17.3563,8W,-2.19,2019-09-23,17.7398,2019-11-11,16.2797,8W,-2.19
ET,2019,2,option,2019-07-01,2019-07-08,8.003,8.0581,2.1913,2019-08-26,7.6615,8W,-2.19,,,,,,
EW,2019,2,option,2019-07-01,2019-07-08,62.5067,62.9067,1.7641,2019-08-26,73.9467,8W,16.54,,,,,,
GOOG,2019,2,option,2019-07-01,2019-07-08,55.8004,56.1827,2.4429,2019-08-26,58.9213,8W,3.15,,,,,,
GOOGL,2019,2,option,2019-07-01,2019-07-08,55.832,56.2674,3.198,2019-08-26,59.0385,8W,2.55,,,,,,
LLY,2019,3,option,2019-07-01,2019-07-08,103.2828,106.0377,1.4133,2019-08-26,104.3235,8W,-0.41,,,,,,
ORLY,2019,2,option,2019-07-01,2019-07-08,25.7007,25.8447,2.9101,2019-08-26,25.584,8W,-2.91,2019-09-09,26.7493,2019-10-28,29.134,8W,6.0
SPG,2019,2,option,2019-07-01,2019-07-08,112.1161,113.6018,2.9101,2019-08-26,103.8793,8W,-2.91,,,,,,
VZ,2019,3,option,2019-07-01,2019-07-08,39.6199,39.9959,1.7273,2019-08-26,40.1751,8W,-0.33,,,,,,
ITW,2019,3,option,2019-07-08,2019-07-15,129.9406,130.0434,1.3562,2019-09-02,130.7206,8W,-0.76,,,,,,
O,2019,2,option,2019-07-08,2019-07-15,49.6018,50.036,1.1739,2019-09-02,53.5322,8W,6.75,,,,,,
PEG,2019,2,option,2019-07-08,2019-07-15,48.1484,48.2758,1.1739,2019-09-02,48.1245,8W,-1.17,2019-09-16,48.8201,2019-11-04,49.3097,8W,-0.17
SCHW,2019,2,option,2019-07-15,2019-07-22,38.8739,39.1284,2.2895,2019-09-09,39.8359,8W,0.19,,,,,,
CCL,2019,2,option,2019-07-22,2019-07-29,45.2363,45.7462,1.9401,2019-09-16,46.9012,8W,1.74,,,,,,
LLY,2019,4,option,2019-07-22,2019-07-29,99.2422,101.3635,1.2941,2019-09-16,107.2694,8W,6.79,,,,,,
LOW,2019,2,option,2019-07-22,2019-07-29,92.0491,91.8292,1.4951,2019-09-16,98.5125,8W,5.53,,,,,,
RCL,2019,2,option,2019-07-22,2019-07-29,108.6719,110.7737,1.9401,2019-09-16,106.6943,8W,-1.94,,,,,,
SPG,2019,3,option,2019-07-22,2019-07-29,109.2135,109.9151,2.6646,2019-09-16,108.1338,8W,-2.66,,,,,,
VZ,2019,4,option,2019-07-22,2019-07-29,39.436,39.5327,1.5816,2019-09-16,41.6464,8W,4.02,,,,,,
DUK,2019,3,option,2019-07-29,2019-08-05,67.634,67.8251,1.6685,2019-09-23,74.3724,8W,8.29,,,,,,
O,2019,3,option,2019-07-29,2019-08-05,49.2783,49.6508,1.6685,2019-09-23,54.3639,8W,8.65,,,,,,
ADI,2019,2,option,2019-10-28,2019-11-04,98.9446,98.8734,1.1654,2019-12-23,106.9145,8W,6.89,,,,,,
AON,2019,4,option,2019-10-28,2019-11-04,188.0708,187.1028,1.9488,2019-12-23,198.0844,8W,3.38,,,,,,
APD,2019,2,option,2019-10-28,2019-11-04,184.8904,190.3444,1.1654,2019-12-23,202.5769,8W,8.4,,,,,,
ET,2019,3,option,2019-10-28,2019-11-04,7.2112,7.2956,2.0296,2019-12-23,7.4894,8W,1.83,,,,,,
F,2019,3,option,2019-10-28,2019-11-04,6.591,6.591,6.7582,2019-12-23,6.9083,8W,-1.94,,,,,,
MA,2019,3,option,2019-10-28,2019-11-04,270.9352,270.6939,1.8489,2019-12-23,290.3401,8W,5.31,,,,,,
MRK,2019,3,option,2019-10-28,2019-11-04,66.5846,67.8682,1.3414,2019-12-23,71.6704,8W,6.3,,,,,,
NOW,2019,4,option,2019-10-28,2019-11-04,50.898,51.232,2.7298,2019-12-23,57.376,8W,10.0,,,,,,
ORCL,2019,2,option,2019-10-28,2019-11-04,50.5188,50.5646,1.9885,2019-12-23,48.8733,8W,-1.99,2020-01-20,50.4866,2020-03-09,44.0128,8W,-1.99
PCG,2019,2,option,2019-10-28,2019-11-04,6.5738,6.6726,1.1654,2019-12-23,10.3203,8W,55.83,,,,,,
ROP,2019,2,option,2019-10-28,2019-11-04,332.6908,330.9163,2.2137,2019-12-23,344.5519,8W,1.35,,,,,,
AIG,2019,2,option,2019-11-04,2019-11-11,46.8524,47.6131,1.9124,2019-12-30,43.6859,8W,-1.91,,,,,,
GIS,2019,4,option,2019-11-04,2019-11-11,42.0538,42.4226,1.3276,2019-12-30,41.6449,8W,-1.33,,,,,,
INTU,2019,2,option,2019-11-04,2019-11-11,245.4336,250.541,1.9643,2019-12-30,253.8146,8W,1.45,,,,,,
OKE,2019,2,option,2019-11-04,2019-11-11,46.0916,47.9691,1.9917,2019-12-30,50.6267,8W,7.85,,,,,,
PGR,2019,3,option,2019-11-04,2019-11-11,60.1905,60.9062,1.9124,2019-12-30,61.1365,8W,-0.34,,,,,,
TEL,2019,2,option,2019-11-04,2019-11-11,83.8717,85.4093,1.3212,2019-12-30,86.1827,8W,1.43,,,,,,
TRV,2019,3,option,2019-11-04,2019-11-11,115.9506,116.7788,1.9124,2019-12-30,120.1814,8W,1.74,,,,,,
CL,2019,3,option,2019-11-11,2019-11-18,57.6574,57.8904,1.1282,2020-01-06,60.5399,8W,3.87,,,,,,
DHR,2019,3,option,2019-11-11,2019-11-18,122.7641,123.1343,1.3714,2020-01-06,136.2764,8W,9.64,,,,,,
EPD,2019,2,option,2019-11-11,2019-11-18,16.2178,16.5273,1.9884,2020-01-06,17.6415,8W,6.79,,,,,,
ICE,2019,2,option,2019-11-11,2019-11-18,85.8878,86.0534,2.1687,2020-01-06,87.0075,8W,-0.87,,,,,,
IQV,2019,3,option,2019-11-11,2019-11-18,146.24,146.6,1.3714,2020-01-06,159.3,8W,7.56,,,,,,
KMI,2019,3,option,2019-11-11,2019-11-18,14.014,14.1658,1.9884,2020-01-06,14.8493,8W,3.97,,,,,,
MCO,2019,2,option,2019-11-11,2019-11-18,208.6324,208.9734,1.7574,2020-01-06,235.4195,8W,11.08,,,,,,
MRK,2019,4,option,2019-11-11,2019-11-18,65.8611,66.5924,1.3142,2020-01-06,70.1273,8W,5.16,,,,,,
PYPL,2019,3,option,2019-11-11,2019-11-18,103.2977,103.9244,1.3539,2020-01-06,112.3294,8W,7.39,,,,,,
SRE,2019,2,option,2019-11-11,2019-11-18,59.4881,59.9141,1.1417,2020-01-06,61.1483,8W,1.65,,,,,,
WM,2019,2,option,2019-11-11,2019-11-18,100.8532,101.1679,2.6405,2020-01-06,104.9724,8W,1.44,,,,,,
WMB,2019,3,option,2019-11-11,2019-11-18,15.646,15.8498,1.9884,2020-01-06,16.7927,8W,5.34,,,,,,
AEP,2019,2,option,2019-11-18,2019-11-25,73.271,73.423,1.1692,2020-01-13,78.847,8W,6.44,,,,,,
AMZN,2019,3,option,2019-11-18,2019-11-25,87.6625,88.126,2.1739,2020-01-13,93.236,8W,4.18,,,,,,
BDX,2019,2,option,2019-11-18,2019-11-25,173.1296,173.095,1.6392,2020-01-13,192.2278,8W,9.39,,,,,,
ET,2019,4,option,2019-11-18,2019-11-25,6.9187,6.9475,2.0362,2020-01-13,7.8181,8W,10.96,,,,,,
IBM,2019,2,option,2019-11-18,2019-11-25,98.7491,99.4174,1.3507,2020-01-13,101.569,8W,1.5,,,,,,
KMB,2019,3,option,2019-11-18,2019-11-25,106.3582,106.9448,1.1553,2020-01-13,115.4202,8W,7.36,,,,,,
MSI,2019,2,option,2019-11-18,2019-11-25,153.0622,154.6061,1.3507,2020-01-13,162.4903,8W,4.81,,,,,,
NEM,2019,2,option,2019-11-18,2019-11-25,31.632,32.3329,1.1692,2020-01-13,36.409,8W,13.93,,,,,,
ADI,2019,3,option,2019-11-25,2019-12-02,100.7174,103.6126,1.1957,2020-01-20,105.2318,8W,3.29,,,,,,
AMT,2019,3,option,2019-11-25,2019-12-02,180.6703,182.0624,1.1957,2020-01-20,201.282,8W,10.21,,,,,,
CCI,2019,2,option,2019-11-25,2019-12-02,100.4765,101.6285,1.1957,2020-01-20,113.8771,8W,12.14,,,,,,
CSCO,2019,5,option,2019-11-25,2019-12-02,37.5466,37.9781,1.3814,2020-01-20,40.8318,8W,7.37,,,,,,
ECL,2019,2,option,2019-11-25,2019-12-02,174.7733,175.2772,1.1815,2020-01-20,185.2265,8W,4.8,,,,,,
FANG,2019,4,option,2019-11-25,2019-12-02,60.2706,61.3814,2.0824,2020-01-20,64.3487,8W,4.68,,,,,,
LHX,2019,2,option,2019-11-25,2019-12-02,177.0296,178.3028,1.1957,2020-01-20,197.1534,8W,10.17,,,,,,
NOC,2019,2,option,2019-11-25,2019-12-02,317.7512,320.7448,1.1957,2020-01-20,344.5367,8W,7.23,,,,,,
PG,2019,2,option,2019-11-25,2019-12-02,104.2671,104.857,1.1815,2020-01-20,107.0033,8W,1.44,,,,,,
SNPS,2019,2,option,2019-11-25,2019-12-02,141.79,143.0,2.2713,2020-01-20,154.05,8W,6.38,,,,,,
TEL,2019,3,option,2019-11-25,2019-12-02,83.7247,84.8362,1.3814,2020-01-20,88.9208,8W,4.82,,,,,,
TTWO,2019,2,option,2019-11-25,2019-12-02,121.59,122.89,2.2713,2020-01-20,125.28,8W,0.76,,,,,,
WM,2019,3,option,2019-11-25,2019-12-02,101.3658,102.0312,2.7654,2020-01-20,109.3086,8W,5.07,,,,,,
GD,2019,2,option,2019-12-02,2019-12-09,158.3642,158.9699,1.2904,2020-01-27,152.6461,8W,-1.29,,,,,,
OKE,2019,3,option,2019-12-02,2019-12-09,46.951,47.4931,2.2474,2020-01-27,50.1104,8W,4.48,,,,,,
AMZN,2019,4,option,2019-12-09,2019-12-16,88.35,88.4495,2.225,2020-02-03,103.964,8W,15.45,,,,,,
CSCO,2019,6,option,2019-12-09,2019-12-16,38.003,38.2105,1.3825,2020-02-03,40.0962,8W,4.13,,,,,,
DAL,2019,3,option,2019-12-09,2019-12-16,55.0859,55.3942,6.9395,2020-02-03,55.8085,8W,-5.63,,,,,,
ET,2019,5,option,2019-12-09,2019-12-16,7.3857,7.3972,2.0841,2020-02-03,7.2415,8W,-2.08,,,,,,
IBM,2019,3,option,2019-12-09,2019-12-16,99.0943,99.623,1.3825,2020-02-03,112.6579,8W,12.31,,,,,,
KMI,2019,4,option,2019-12-09,2019-12-16,14.0416,14.1244,2.0841,2020-02-03,14.7522,8W,2.98,,,,,,
LHX,2019,3,option,2019-12-09,2019-12-16,177.3567,177.1446,1.1966,2020-02-03,203.2365,8W,13.4,,,,,,
ROP,2019,3,option,2019-12-09,2019-12-16,338.9587,340.1161,2.2731,2020-02-03,372.2162,8W,7.54,,,,,,
SNPS,2019,3,option,2019-12-09,2019-12-16,137.63,137.55,2.2731,2020-02-03,154.28,8W,9.82,,,,,,
SRE,2019,3,option,2019-12-09,2019-12-16,60.4699,60.478,1.1966,2020-02-03,64.7537,8W,5.89,,,,,,
AIG,2019,3,option,2019-12-16,2019-12-23,43.839,44.5535,1.9821,2020-02-10,41.2362,8W,-1.98,,,,,,
CCI,2019,3,option,2019-12-16,2019-12-23,108.1187,108.2251,1.1853,2020-02-10,126.0853,8W,15.43,,,,,,
CMCSA,2019,2,option,2019-12-16,2019-12-23,34.7332,34.8199,1.6271,2020-02-10,36.4885,8W,3.43,,,,,,
EQIX,2019,2,option,2019-12-16,2019-12-23,513.6966,517.9939,2.6994,2020-02-10,577.1158,8W,9.65,,,,,,
EXC,2019,2,option,2019-12-16,2019-12-23,25.939,26.0988,1.1853,2020-02-10,28.3987,8W,8.3,,,,,,
GIS,2019,5,option,2019-12-16,2019-12-23,42.8876,43.1282,1.376,2020-02-10,43.1423,8W,-0.78,,,,,,
ICE,2019,3,option,2019-12-16,2019-12-23,86.0658,86.8874,2.2515,2020-02-10,89.4169,8W,1.64,,,,,,
MSI,2019,3,option,2019-12-16,2019-12-23,149.869,151.6773,1.3693,2020-02-10,170.1387,8W,12.16,,,,,,
NOC,2019,3,option,2019-12-16,2019-12-23,314.6547,313.5081,1.1853,2020-02-10,334.8769,8W,5.24,,,,,,
SO,2019,2,option,2019-12-16,2019-12-23,50.1801,50.5736,1.1853,2020-02-10,54.3198,8W,7.06,,,,,,
WELL,2019,2,option,2019-12-23,2019-12-30,67.0197,67.4773,1.2724,2020-02-17,72.4778,8W,6.87,,,,,,
AVB,2019,2,option,2019-12-30,2020-01-06,169.5443,169.7997,1.3283,2020-02-24,162.6753,8W,-1.33,,,,,,
GD,2019,3,option,2019-12-30,2020-01-06,157.0751,156.1061,1.3283,2020-02-24,138.9424,8W,-1.33,,,,,,
AEP,2020,3,option,2020-01-06,2020-01-13,75.511,75.727,1.19,2020-03-02,78.6977,8W,3.03,,,,,,
COST,2020,2,option,2020-01-06,2020-01-13,271.0916,275.6932,2.1597,2020-03-02,284.8565,8W,2.92,,,,,,
HSY,2020,2,option,2020-01-06,2020-01-13,128.0523,128.1127,1.3815,2020-03-02,135.568,8W,4.49,,,,,,
KMB,2020,4,option,2020-01-06,2020-01-13,112.0414,112.4488,1.1759,2020-03-02,116.9857,8W,3.24,,,,,,
SO,2020,3,option,2020-01-06,2020-01-13,50.1723,50.2195,1.19,2020-03-02,53.1012,8W,4.65,,,,,,
SRE,2020,4,option,2020-01-06,2020-01-13,61.1647,61.4423,1.19,2020-03-02,57.9268,8W,-1.19,,,,,,
TTWO,2020,3,option,2020-01-06,2020-01-13,126.92,129.55,2.2605,2020-03-02,117.69,8W,-2.26,,,,,,
CB,2020,2,option,2020-01-13,2020-01-20,138.6063,139.639,1.9172,2020-03-09,110.3958,8W,-1.92,,,,,,
D,2020,2,option,2020-01-13,2020-01-20,63.9966,64.0651,1.1464,2020-03-09,60.2996,8W,-1.15,,,,,,
GM,2020,2,option,2020-01-13,2020-01-20,33.6257,33.9775,6.6483,2020-03-09,23.7847,8W,-6.65,,,,,,
PEP,2020,2,option,2020-01-13,2020-01-20,116.0663,116.6524,1.4388,2020-03-09,105.9137,8W,-1.44,,,,,,
PG,2020,3,option,2020-01-13,2020-01-20,108.0892,108.5937,1.1328,2020-03-09,98.1172,8W,-1.13,,,,,,
AFL,2020,2,option,2020-02-03,2020-02-10,45.5163,45.9902,1.6704,2020-03-30,28.0721,8W,-1.67,,,,,,
